"Día","Línea de Servicio","Hora de operación","","","","","","","","","","","","","","","","","","","",""
"","","4:00","5:00","6:00","7:00","8:00","9:00","10:00","11:00","12:00","13:00","14:00","15:00","16:00","17:00","18:00","19:00","20:00","21:00","22:00","23:00","Total general (Número de pasajeros)"
"10/01/2023","LÍNEA O","194.00 ","763.00 ","1,104.00 ","940.00 ","620.00 ","564 ","485 ","497 ","532 ","497 ","688 ","681 ","943 ","992 ","829 ","564 ","522 ","530 ","259 ","","12,204 "
"10/01/2023","LÍNEA P","1,009.00 ","2,163.00 ","2,583.00 ","1,841.00 ","1,018 ","831 ","568 ","591 ","831 ","642 ","565 ","598 ","661 ","663 ","576 ","446 ","415 ","232 ","92.00 ","","16,325 "
"10/01/2023","LÍNEA T-A","794 ","2,298 ","3,696 ","3,173 ","2,199 ","1,836 ","1,804 ","1,820 ","2,096 ","1,967 ","2,363 ","2,503 ","3,158 ","4,251 ","4,160 ","2,793 ","1,946 ","1,377 ","995 ","","45,229 "
"11/01/2023","LÍNEA 1","2,465.00 ","6,402.00 ","9,076.00 ","8,264.00 ","5,409 ","4,661 ","4,052 ","3,944 ","4,292 ","4,349 ","4,866 ","5,053 ","6,542 ","9,447 ","7,309 ","4,214 ","2,853 ","2,233 ","1,241 ","","96,672 "
"11/01/2023","LÍNEA 2","133 ","706 ","838 ","978 ","750 ","891 ","890 ","968 ","1,026 ","989 ","1,225 ","1,354 ","1,662 ","1,996 ","1,628 ","1,157 ","730 ","450 ","187 ","37 ","18,595 "
"11/01/2023","LÍNEA A","14,685 ","35,219 ","49,937 ","41,839 ","26,738 ","23,425 ","22,322 ","22,890 ","25,226 ","25,110 ","31,356 ","31,296 ","47,958 ","71,063 ","51,458 ","28,728 ","19,293 ","14,579 ","8,296 ","4 ","591,422 "
"11/01/2023","LÍNEA B","2,726 ","5,868 ","7,794 ","6,679 ","4,371 ","4,006 ","3,777 ","3,652 ","4,057 ","4,127 ","4,379 ","4,882 ","6,162 ","8,844 ","6,378 ","2,444 ","2,623 ","1,750 ","1,019 ","","85,538 "
"11/01/2023","LÍNEA H","173 ","402 ","344 ","285 ","146 ","156 ","115 ","93 ","108 ","91 ","79 ","62 ","48 ","43 ","48 ","37 ","24 ","14 ","1 ","3 ","2,272 "
"11/01/2023","LÍNEA J","1,134 ","2,223 ","2,195 ","1,706 ","1,225 ","959 ","801 ","737 ","626 ","694 ","591 ","510 ","527 ","599 ","391 ","219 ","192 ","136 ","28 ","33 ","15,526 "
"11/01/2023","LÍNEA K","1,663 ","2,817 ","2,662 ","2,119 ","1,603 ","1,344 ","1,130 ","1,155 ","1,456 ","1,133 ","908 ","869 ","983 ","1,064 ","667 ","501 ","534 ","254 ","63 ","2 ","22,927 "
"11/01/2023","LÍNEA L","","","","","","130 ","248 ","271 ","309 ","319 ","243 ","256 ","257 ","217 ","","","","","","27 ","2,277 "
"11/01/2023","LÍNEA M","273 ","672 ","749 ","588 ","325 ","281 ","232 ","251 ","284 ","247 ","332 ","396 ","490 ","824 ","1,076 ","640 ","410 ","298 ","271 ","53 ","8,692 "
"11/01/2023","LÍNEA O","180 ","841 ","1,091 ","1,063 ","573 ","508 ","498 ","390 ","531 ","682 ","741 ","766 ","966 ","800 ","733 ","648 ","443 ","422 ","224 ","","12,100 "
"11/01/2023","LÍNEA P","1,102 ","2,349 ","2,558 ","1,820 ","1,091 ","788 ","775 ","683 ","862 ","713 ","592 ","521 ","517 ","666 ","485 ","415 ","378 ","180 ","89 ","7 ","16,591 "
"11/01/2023","LÍNEA T-A","1,128 ","2,814 ","3,814 ","3,236 ","2,255 ","1,907 ","1,897 ","1,895 ","2,148 ","2,046 ","2,408 ","2,517 ","3,339 ","4,456 ","4,216 ","2,695 ","1,865 ","1,311 ","1,005 ","2 ","46,954 "
"12/01/2023","LÍNEA 1","2,568 ","6,556 ","9,230 ","8,289 ","5,420 ","4,794 ","4,275 ","3,993 ","4,343 ","4,342 ","5,012 ","5,519 ","7,031 ","9,320 ","7,376 ","4,530 ","3,050 ","2,388 ","1,416 ","34 ","99,486 "
"12/01/2023","LÍNEA 2","134 ","667 ","936 ","946 ","853 ","776 ","915 ","980 ","1,033 ","935 ","1,050 ","1,375 ","1,708 ","2,059 ","1,570 ","1,154 ","682 ","445 ","199 ","8 ","18,425 "
"12/01/2023","LÍNEA A","14,142 ","35,723 ","50,703 ","42,098 ","26,855 ","23,537 ","22,228 ","22,798 ","24,564 ","24,888 ","31,161 ","33,278 ","49,981 ","71,332 ","52,177 ","28,852 ","20,275 ","15,418 ","8,878 ","","598,888 "
"12/01/2023","LÍNEA B","2,789 ","5,771 ","7,730 ","6,838 ","4,395 ","3,863 ","3,747 ","3,624 ","4,066 ","4,007 ","4,409 ","4,891 ","6,391 ","9,233 ","6,564 ","3,940 ","2,739 ","2,023 ","1,173 ","1 ","88,194 "
"12/01/2023","LÍNEA H","174.00 ","435.00 ","380.00 ","265.00 ","132 ","127 ","121 ","94 ","101 ","92 ","58 ","60 ","55 ","39 ","38.00 ","29.00 ","31.00 ","15.00 ","4.00 ","","2,250 "
"12/01/2023","LÍNEA J","1,103 ","2,278 ","2,197 ","1,763 ","1,197 ","915 ","781 ","720 ","749 ","701 ","500 ","568 ","569 ","654 ","474 ","335 ","268 ","165 ","40 ","39 ","16,016 "
"12/01/2023","LÍNEA K","2,310 ","2,845 ","2,685 ","2,064 ","1,453 ","1,326 ","1,144 ","1,197 ","1,371 ","1,165 ","883 ","1,013 ","1,197 ","982 ","629 ","609 ","548 ","297 ","91 ","2 ","23,811 "
"12/01/2023","LÍNEA L","","","","","","144 ","187 ","315 ","260 ","241 ","260 ","299 ","299 ","224 ","","","","","","35 ","2,264 "
"12/01/2023","LÍNEA M","276 ","686 ","791 ","505 ","352 ","272 ","236 ","247 ","291 ","294 ","329 ","430 ","545 ","786 ","997 ","768 ","398 ","326 ","253 ","62 ","8,844 "
"12/01/2023","LÍNEA O","166 ","787 ","1,187 ","1,009 ","635 ","529 ","440 ","469 ","450 ","413 ","529 ","534 ","796 ","983 ","753 ","534 ","434 ","429 ","208 ","","11,285 "
"12/01/2023","LÍNEA P","1,114 ","2,397 ","2,645 ","1,845 ","1,133 ","849 ","747 ","660 ","758 ","700 ","613 ","562 ","667 ","764 ","567 ","452 ","425 ","187 ","94 ","8 ","17,187 "
"12/01/2023","LÍNEA T-A","1,129 ","2,871 ","3,824 ","3,259 ","2,316 ","1,922 ","1,871 ","1,848 ","2,135 ","2,139 ","2,201 ","2,543 ","3,324 ","4,490 ","4,164 ","2,738 ","1,959 ","1,399 ","1,113 ","","47,245 "
"13/01/2023","LÍNEA 1","2,551 ","6,492 ","9,113 ","8,132 ","5,616 ","4,650 ","4,147 ","4,108 ","4,212 ","4,398 ","4,974 ","5,565 ","7,042 ","8,915 ","7,361 ","4,848 ","3,242 ","2,622 ","1,617 ","23 ","99,628 "
"13/01/2023","LÍNEA 2","130 ","666 ","901 ","978 ","805 ","798 ","898 ","980 ","963 ","979 ","1,159 ","1,265 ","1,678 ","1,851 ","1,696 ","1,139 ","686 ","516 ","240 ","7 ","18,335 "
"13/01/2023","LÍNEA A","13,972 ","35,493 ","50,083 ","42,350 ","27,316 ","23,623 ","22,342 ","22,839 ","24,914 ","25,524 ","31,734 ","36,129 ","51,571 ","66,860 ","52,339 ","32,423 ","21,707 ","17,710 ","11,159 ","2 ","610,090 "
"13/01/2023","LÍNEA B","2,656 ","5,927 ","7,657 ","6,686 ","4,538 ","3,869 ","3,731 ","3,664 ","4,142 ","3,974 ","4,330 ","5,149 ","6,551 ","8,387 ","7,082 ","4,269 ","3,021 ","2,146 ","1,314 ","","89,093 "
"13/01/2023","LÍNEA H","166.00 ","471.00 ","390.00 ","268.00 ","145 ","156 ","127 ","115 ","109 ","82 ","57 ","91 ","68 ","59 ","71.00 ","40.00 ","39.00 ","23.00 ","10.00 ","","2,487 "
"13/01/2023","LÍNEA J","1,124 ","2,302 ","2,240 ","1,774 ","1,307 ","968 ","773 ","708 ","743 ","615 ","535 ","537 ","628 ","601 ","507 ","375 ","300 ","151 ","59 ","38 ","16,285 "
"13/01/2023","LÍNEA K","2,263 ","2,722 ","2,552 ","2,292 ","1,566 ","1,334 ","1,176 ","1,221 ","1,327 ","1,257 ","975 ","1,064 ","1,158 ","1,057 ","731 ","609 ","616 ","316 ","117 ","1 ","24,354 "
"13/01/2023","LÍNEA L","","","","","","171 ","214 ","272 ","299 ","306 ","310 ","254 ","230 ","190 ","","","","","","28 ","2,274 "
"13/01/2023","LÍNEA M","296 ","702 ","782 ","546 ","344 ","268 ","257 ","278 ","319 ","254 ","334 ","449 ","583 ","789 ","946 ","711 ","482 ","344 ","312 ","26 ","9,022 "
"13/01/2023","LÍNEA O","168 ","694 ","982 ","982 ","594 ","453 ","490 ","415 ","448 ","429 ","503 ","529 ","735 ","863 ","614 ","449 ","445 ","479 ","212 ","","10,484 "
"13/01/2023","LÍNEA P","1,110 ","2,449 ","2,665 ","1,924 ","1,086 ","868 ","710 ","707 ","860 ","695 ","675 ","606 ","731 ","777 ","596 ","517 ","495 ","234 ","158 ","7 ","17,870 "
"13/01/2023","LÍNEA T-A","1,139 ","2,893 ","3,440 ","3,310 ","2,343 ","2,014 ","1,920 ","1,889 ","2,150 ","2,162 ","2,396 ","2,789 ","3,515 ","4,375 ","4,125 ","2,943 ","1,977 ","1,515 ","1,199 ","2 ","48,096 "
"14/01/2023","LÍNEA 1","2,060 ","4,636 ","5,666 ","6,227 ","4,598 ","4,249 ","4,013 ","4,363 ","5,637 ","5,964 ","5,982 ","5,327 ","5,380 ","4,812 ","4,001 ","2,975 ","2,989 ","2,655 ","1,459 ","89 ","83,082 "
"14/01/2023","LÍNEA 2","97 ","531 ","581 ","721 ","636 ","684 ","796 ","994 ","1,221 ","1,285 ","1,214 ","1,145 ","1,130 ","1,101 ","854 ","837 ","750 ","469 ","226 ","18 ","15,290 "
"14/01/2023","LÍNEA A","11,550 ","24,660 ","30,257 ","29,498 ","22,634 ","20,929 ","21,432 ","24,737 ","36,274 ","39,442 ","41,656 ","35,359 ","34,300 ","32,409 ","30,169 ","24,898 ","19,349 ","17,741 ","9,785 ","2 ","507,081 "
"14/01/2023","LÍNEA B","2,178 ","4,032 ","4,785 ","4,778 ","3,883 ","3,763 ","3,838 ","4,037 ","5,415 ","5,789 ","5,732 ","5,086 ","5,232 ","5,365 ","3,678 ","2,702 ","3,561 ","4,695 ","1,602 ","2 ","80,153 "
"14/01/2023","LÍNEA H","138.00 ","319.00 ","280.00 ","255.00 ","151 ","163 ","117 ","111 ","107 ","93 ","93 ","114 ","99 ","116 ","61 ","33.00 ","48.00 ","38.00 ","11.00 ","","2,347 "
"14/01/2023","LÍNEA J","877 ","1,530 ","1,734 ","1,540 ","1,131 ","892 ","847 ","801 ","911 ","741 ","762 ","805 ","827 ","790 ","265 ","42 ","336 ","262 ","85 ","52 ","15,230 "
"14/01/2023","LÍNEA K","1,816 ","2,517 ","2,353 ","1,970 ","1,519 ","1,276 ","1,184 ","1,302 ","1,285 ","1,139 ","1,144 ","1,188 ","1,464 ","1,569 ","1,068 ","587 ","382 ","667 ","246 ","6 ","24,682 "
"14/01/2023","LÍNEA L","","","","","","244 ","332 ","329 ","346 ","370 ","426 ","394 ","478 ","367 ","","","","","","77 ","3,363 "
"14/01/2023","LÍNEA M","240 ","520 ","601 ","448 ","348 ","317 ","293 ","340 ","409 ","499 ","586 ","589 ","613 ","573 ","543 ","316 ","453 ","354 ","270 ","81 ","8,393 "
"14/01/2023","LÍNEA O","149 ","602 ","805 ","843 ","524 ","506 ","450 ","517 ","652 ","621 ","664 ","608 ","637 ","744 ","576 ","382 ","457 ","536 ","294 ","","10,567 "
"14/01/2023","LÍNEA P","907 ","1,729 ","1,665 ","1,516 ","1,013 ","813 ","839 ","730 ","872 ","733 ","797 ","746 ","868 ","801 ","465 ","114 ","398 ","290 ","144 ","20 ","15,460 "
"14/01/2023","LÍNEA T-A","972 ","2,082 ","2,610 ","2,586 ","2,139 ","1,876 ","1,872 ","2,089 ","2,754 ","2,826 ","3,211 ","2,936 ","3,013 ","2,828 ","2,586 ","2,102 ","2,034 ","1,751 ","1,257 ","","43,524 "
"15/01/2023","LÍNEA 1","365 ","1,493 ","1,806 ","1,860 ","1,910 ","2,348 ","2,649 ","2,595 ","2,727 ","2,940 ","3,054 ","3,051 ","3,031 ","3,006 ","3,161 ","2,880 ","2,678 ","1,972 ","177 ","74 ","43,777 "
"15/01/2023","LÍNEA 2","16 ","183 ","180 ","189 ","225 ","311 ","402 ","388 ","564 ","488 ","519 ","501 ","481 ","496 ","526 ","435 ","334 ","238 ","27 ","12 ","6,515 "
"15/01/2023","LÍNEA A","3,461 ","9,383 ","10,964 ","9,944 ","10,508 ","12,282 ","14,790 ","14,272 ","15,869 ","17,715 ","19,376 ","18,594 ","19,778 ","20,764 ","21,732 ","18,927 ","17,660 ","13,770 ","1,485 ","6 ","271,280 "
"15/01/2023","LÍNEA B","562 ","1,438 ","1,682 ","1,619 ","1,936 ","2,602 ","2,829 ","2,755 ","3,131 ","4,109 ","3,999 ","3,249 ","3,494 ","3,805 ","3,852 ","3,380 ","2,719 ","2,340 ","199 ","","49,700 "
"15/01/2023","LÍNEA H","","","","","1 ","134 ","104 ","76 ","109 ","73 ","91 ","106 ","125 ","96 ","93.00 ","57.00 ","43.00 ","25.00 ","8.00 ","","1,141 "
"15/01/2023","LÍNEA J","","","","","2 ","926 ","748 ","685 ","714 ","693 ","753 ","784 ","806 ","754 ","879 ","625 ","520 ","244 ","6 ","59 ","9,198 "
"15/01/2023","LÍNEA K","","","","","558 ","1,209 ","1,145 ","1,054 ","1,148 ","1,245 ","1,284 ","1,487 ","1,795 ","1,698 ","1,241 ","1,020 ","829 ","440 ","40 ","3 ","16,196 "
"15/01/2023","LÍNEA L","","","","","114 ","271 ","397 ","688 ","667 ","616 ","569 ","751 ","645 ","557 ","","","","","","91 ","5,366 "
"15/01/2023","LÍNEA M","","","","","1 ","346 ","294 ","274 ","352 ","381 ","432 ","520 ","420 ","457 ","498 ","510 ","397 ","323 ","199 ","58 ","5,462 "
"15/01/2023","LÍNEA O","23 ","285 ","281 ","269 ","279 ","310 ","344 ","352 ","320 ","294 ","401 ","378 ","439 ","416 ","468 ","414 ","376 ","353 ","60 ","3 ","6,065 "
"15/01/2023","LÍNEA P","","","","","60 ","730 ","707 ","662 ","556 ","649 ","749 ","822 ","885 ","814 ","751 ","679 ","597 ","326 ","12 ","10 ","9,009 "
"15/01/2023","LÍNEA T-A","147 ","676 ","819 ","807 ","944 ","1,250 ","1,441 ","1,345 ","1,682 ","1,797 ","1,950 ","1,936 ","2,029 ","1,916 ","2,200 ","1,931 ","1,683 ","1,498 ","397 ","1 ","26,449 "
"16/01/2023","LÍNEA 1","2,722 ","6,960 ","9,578 ","8,693 ","5,905 ","4,975 ","4,397 ","4,138 ","4,675 ","4,687 ","5,429 ","5,900 ","7,650 ","9,972 ","7,403 ","4,434 ","2,750 ","2,224 ","1,141 ","","103,633 "
"16/01/2023","LÍNEA 2","149 ","719 ","943 ","996 ","879 ","925 ","1,049 ","1,086 ","1,080 ","958 ","1,120 ","1,533 ","1,958 ","2,062 ","1,794 ","1,164 ","753 ","401 ","193 ","","19,762 "
"16/01/2023","LÍNEA A","14,918.00 ","38,492.00 ","53,139.00 ","45,186.00 ","29,356 ","25,459 ","23,765 ","24,666 ","25,884 ","26,432 ","33,043 ","35,831 ","53,883 ","74,656 ","52,212 ","29,436 ","18,741 ","13,997 ","7,739 ","","626,835 "
"16/01/2023","LÍNEA B","2,915.00 ","6,345.00 ","8,037.00 ","7,082.00 ","4,798 ","4,186 ","3,869 ","3,746 ","4,314 ","4,108 ","4,576 ","4,867 ","6,690 ","9,641 ","6,200 ","3,626 ","2,554 ","2,300 ","1,068 ","","90,922 "
"16/01/2023","LÍNEA H","179.00 ","471.00 ","400.00 ","291.00 ","145 ","130 ","130 ","127 ","117 ","93 ","86 ","81 ","80 ","64 ","41.00 ","44.00 ","28.00 ","34.00 ","5.00 ","","2,546 "
"16/01/2023","LÍNEA J","1,245 ","2,408 ","2,315 ","1,883 ","1,257 ","938 ","764 ","786 ","822 ","734 ","605 ","566 ","698 ","601 ","401 ","347 ","276 ","167 ","65 ","","16,878 "
"16/01/2023","LÍNEA K","2,336 ","2,746 ","2,685 ","2,186 ","1,619 ","1,322 ","1,155 ","1,148 ","1,414 ","1,055 ","832 ","784 ","970 ","804 ","619 ","520 ","540 ","277 ","88 ","","23,100 "
"16/01/2023","LÍNEA M","301 ","736 ","809 ","556 ","373 ","312 ","324 ","272 ","363 ","271 ","328 ","416 ","524 ","832 ","1,080 ","778 ","456 ","307 ","219 ","","9,257 "
"16/01/2023","LÍNEA O","212.00 ","790.00 ","1,226.00 ","1,100.00 ","677 ","542 ","463 ","544 ","508 ","487 ","477 ","573 ","865 ","1,034 ","790 ","623 ","452 ","429 ","191 ","","11,983 "
"16/01/2023","LÍNEA P","1,179.00 ","2,603.00 ","2,727.00 ","1,881.00 ","1,120 ","827 ","734 ","738 ","938 ","616 ","697 ","628 ","742 ","739 ","492 ","365 ","402 ","199 ","101 ","","17,728 "
"16/01/2023","LÍNEA T-A","1,231 ","3,135 ","3,995 ","3,411 ","2,392 ","2,160 ","2,090 ","1,941 ","2,259 ","2,101 ","2,610 ","2,843 ","3,594 ","4,764 ","4,238 ","2,986 ","1,859 ","1,406 ","984 ","","49,999 "
"17/01/2023","LÍNEA 1","2,745.00 ","7,431.00 ","10,301.00 ","9,281.00 ","6,126 ","5,397 ","4,437 ","4,348 ","5,008 ","4,902 ","5,380 ","6,079 ","8,312 ","10,870 ","7,134 ","5,289 ","3,287 ","2,271 ","1,195 ","","109,793 "
"17/01/2023","LÍNEA 2","150 ","742 ","995 ","1,031 ","887 ","934 ","915 ","1,146 ","1,212 ","1,020 ","1,234 ","1,496 ","1,985 ","2,253 ","1,600 ","1,403 ","852 ","436 ","182 ","29 ","20,502 "
"17/01/2023","LÍNEA A","15,010 ","40,444 ","56,250 ","48,058 ","30,098 ","26,570 ","24,435 ","24,219 ","27,915 ","27,296 ","32,423 ","36,154 ","58,080 ","73,379 ","51,139 ","36,843 ","22,202 ","14,580 ","7,999 ","10 ","653,104 "
"17/01/2023","LÍNEA B","2,912 ","6,750 ","8,540 ","7,726 ","5,123 ","4,293 ","4,089 ","3,968 ","4,449 ","4,345 ","4,625 ","5,083 ","7,053 ","11,184 ","6,585 ","3,624 ","3,229 ","2,223 ","995 ","2 ","96,798 "
"17/01/2023","LÍNEA H","188 ","497 ","416 ","305 ","154 ","138 ","128 ","121 ","144 ","65 ","73 ","81 ","71 ","63 ","12 ","34 ","36 ","17 ","5 ","1 ","2,549 "
"17/01/2023","LÍNEA J","1,227 ","2,429 ","2,278 ","2,013 ","1,399 ","916 ","807 ","778 ","921 ","721 ","665 ","576 ","675 ","379 ","1 ","322 ","228 ","125 ","26 ","61 ","16,547 "
"17/01/2023","LÍNEA K","2,414 ","2,848 ","2,784 ","2,187 ","1,612 ","1,316 ","1,147 ","1,133 ","1,375 ","1,060 ","959 ","956 ","1,072 ","1,120 ","741 ","311 ","564 ","233 ","94 ","5 ","23,931 "
"17/01/2023","LÍNEA L","","","","","","130 ","145 ","181 ","244 ","196 ","201 ","188 ","246 ","218 ","","","","","","25 ","1,774 "
"17/01/2023","LÍNEA M","314 ","799 ","848 ","584 ","377 ","261 ","274 ","326 ","406 ","279 ","369 ","411 ","560 ","838 ","753 ","605 ","521 ","357 ","275 ","20 ","9,177 "
"17/01/2023","LÍNEA O","208 ","952 ","1,245 ","1,123 ","790 ","609 ","494 ","549 ","597 ","571 ","587 ","696 ","974 ","1,262 ","808 ","644 ","525 ","472 ","179.00 ","1 ","13,286 "
"17/01/2023","LÍNEA P","1,190 ","2,669 ","2,927 ","2,055 ","1,115 ","946 ","799 ","808 ","941 ","709 ","635 ","585 ","773 ","904 ","527 ","299 ","330 ","196 ","93 ","4 ","18,505 "
"17/01/2023","LÍNEA T-A","1,245 ","3,340 ","4,221 ","3,765 ","2,596 ","2,168 ","2,098 ","2,132 ","2,763 ","2,363 ","2,483 ","2,856 ","3,757 ","5,291 ","4,394 ","3,064 ","2,257 ","1,392 ","921 ","1 ","53,107 "
"18/01/2023","LÍNEA 1","2,796 ","7,387 ","10,463 ","9,548 ","5,957 ","5,184 ","4,432 ","4,330 ","4,917 ","4,895 ","5,334 ","5,992 ","8,559 ","10,809 ","7,372 ","4,760 ","3,023 ","2,298 ","1,336 ","37 ","109,429 "
"18/01/2023","LÍNEA 2","181 ","767 ","999 ","1,054 ","898 ","996 ","925 ","1,082 ","1,144 ","999 ","1,166 ","1,427 ","2,074 ","2,179 ","1,755 ","1,190 ","752 ","503 ","210 ","15 ","20,316 "
"18/01/2023","LÍNEA A","14,669 ","40,866 ","56,754 ","48,061 ","29,845 ","25,888 ","23,988 ","24,032 ","26,828 ","26,638 ","33,091 ","35,954 ","59,822 ","77,730 ","56,645 ","29,314 ","19,700 ","14,673 ","8,394 ","1 ","652,893 "
"18/01/2023","LÍNEA B","3,033 ","6,910 ","8,640 ","7,730 ","4,899 ","4,248 ","3,945 ","3,855 ","4,440 ","4,569 ","4,696 ","4,724 ","7,437 ","10,139 ","7,162 ","3,896 ","3,098 ","2,168 ","1,040 ","","96,629 "
"18/01/2023","LÍNEA H","195.00 ","483.00 ","404.00 ","281.00 ","160.00 ","115 ","91 ","113 ","145 ","76 ","68 ","95 ","47 ","31 ","49.00 ","26.00 ","24.00 ","12.00 ","2.00 ","","2,417 "
"18/01/2023","LÍNEA J","1,249 ","2,524 ","2,272 ","2,076 ","1,267 ","960 ","803 ","724 ","895 ","704 ","647 ","245 ","659 ","246 ","378 ","273 ","239 ","97 ","24 ","43 ","16,325 "
"18/01/2023","LÍNEA K","2,334 ","2,843 ","2,688 ","2,137 ","1,680 ","1,310 ","1,103 ","1,087 ","1,372 ","1,013 ","895 ","1,017 ","1,050 ","874 ","612 ","485 ","532 ","221 ","87 ","3 ","23,343 "
"18/01/2023","LÍNEA L","","","","","","148 ","169 ","185 ","194 ","206 ","230 ","281 ","206 ","127 ","","","","","","33 ","1,779 "
"18/01/2023","LÍNEA M","303 ","841 ","798 ","624 ","358 ","268 ","239 ","307 ","422 ","293 ","313 ","430 ","602 ","895 ","990 ","788 ","466 ","271 ","260 ","33 ","9,501 "
"18/01/2023","LÍNEA O","206 ","917 ","1,250 ","1,186 ","697 ","562 ","546 ","370 ","590 ","554 ","567 ","609 ","826 ","882 ","896 ","655 ","446 ","489 ","224 ","","12,472 "
"18/01/2023","LÍNEA P","1,211 ","2,754 ","2,986 ","2,057 ","1,183 ","858 ","802 ","710 ","993 ","724 ","677 ","621 ","713 ","566 ","506 ","302 ","365 ","207 ","89 ","5 ","18,329 "
"18/01/2023","LÍNEA T-A","1,204 ","3,432 ","4,239 ","3,835 ","2,634 ","2,152 ","2,037 ","2,032 ","2,817 ","2,138 ","2,387 ","2,765 ","3,955 ","5,124 ","4,737 ","2,935 ","2,062 ","1,372 ","1,045 ","5 ","52,907 "
"19/01/2023","LÍNEA 1","2,778 ","7,573 ","10,383 ","9,502 ","6,028 ","4,980 ","4,348 ","4,368 ","4,797 ","4,717 ","5,394 ","5,941 ","8,111 ","10,412 ","7,752 ","4,894 ","3,170 ","2,414 ","1,467 ","43 ","109,072 "
"19/01/2023","LÍNEA 2","155 ","787 ","1,023 ","1,053 ","899 ","916 ","952 ","1,029 ","1,177 ","1,075 ","1,190 ","1,394 ","1,863 ","2,251 ","1,790 ","1,160 ","830 ","465 ","229 ","4 ","20,242 "
"19/01/2023","LÍNEA A","14,937 ","40,489 ","57,053 ","47,573 ","29,163 ","23,817 ","23,894 ","22,917 ","26,706 ","26,201 ","32,284 ","35,034 ","56,323 ","77,684 ","55,268 ","30,751 ","20,014 ","15,559 ","8,966 ","","644,633 "
"19/01/2023","LÍNEA B","3,006 ","6,834 ","8,869 ","7,685 ","5,028 ","4,355 ","3,886 ","3,913 ","4,521 ","4,149 ","4,590 ","5,094 ","7,119 ","10,384 ","6,935 ","3,905 ","3,029 ","2,125 ","1,152 ","2 ","96,581 "
"19/01/2023","LÍNEA H","198.00 ","517.00 ","439.00 ","289.00 ","150 ","108 ","106 ","96 ","147 ","95 ","70 ","56 ","69 ","60 ","57 ","32.00 ","25.00 ","14.00 ","3.00 ","","2,531 "
"19/01/2023","LÍNEA J","1,244 ","2,600 ","2,302 ","1,941 ","1,275 ","915 ","681 ","746 ","897 ","690 ","596 ","564 ","613 ","598 ","404 ","352 ","287 ","160 ","43 ","49 ","16,957 "
"19/01/2023","LÍNEA K","2,334 ","2,907 ","2,776 ","2,259 ","1,549 ","1,346 ","1,058 ","1,136 ","1,427 ","1,060 ","939 ","953 ","1,042 ","1,142 ","788 ","518 ","538 ","306 ","110 ","4 ","24,192 "
"19/01/2023","LÍNEA L","","","","","","121 ","141 ","245 ","213 ","263 ","276 ","202 ","235 ","239 ","","","","","","36 ","1,971 "
"19/01/2023","LÍNEA M","315 ","844 ","871 ","569 ","403 ","294 ","234 ","320 ","416 ","271 ","361 ","452 ","632 ","949 ","1,092 ","804 ","462 ","279 ","294 ","36 ","9,898 "
"19/01/2023","LÍNEA O","197 ","934 ","1,240 ","1,215 ","723 ","523 ","542 ","576 ","612 ","558 ","615 ","655 ","928 ","1,260 ","828 ","703 ","528 ","487 ","206 ","1 ","13,331 "
"19/01/2023","LÍNEA P","1,182 ","2,743 ","3,092 ","2,033 ","1,140 ","912 ","761 ","783 ","943 ","683 ","652 ","618 ","791 ","818 ","538 ","408 ","381 ","215 ","111 ","7 ","18,811 "
"19/01/2023","LÍNEA T-A","1,247 ","3,487 ","4,327 ","3,878 ","2,489 ","2,014 ","2,033 ","2,082 ","2,731 ","2,237 ","2,446 ","2,826 ","3,814 ","5,239 ","4,525 ","2,920 ","2,120 ","1,450 ","1,130 ","3 ","52,998 "
"20/01/2023","LÍNEA 1","2,778 ","7,526 ","10,332 ","9,256 ","6,059 ","5,281 ","4,384 ","4,545 ","5,000 ","4,867 ","5,605 ","6,246 ","8,332 ","9,870 ","7,734 ","4,993 ","3,182 ","2,583 ","1,065 ","43 ","109,681 "
"20/01/2023","LÍNEA 2","158 ","785 ","926 ","944 ","872 ","814 ","1,010 ","946 ","1,149 ","998 ","1,307 ","1,431 ","1,955 ","2,226 ","1,719 ","1,229 ","708 ","533 ","220 ","7 ","19,937 "
"20/01/2023","LÍNEA A","14,967 ","40,567 ","56,260 ","47,512 ","29,815 ","26,403 ","23,722 ","24,590 ","27,919 ","27,116 ","34,695 ","39,105 ","58,899 ","72,134 ","54,128 ","32,267 ","20,836 ","17,276 ","10,666 ","","658,877 "
"20/01/2023","LÍNEA B","2,962 ","6,815 ","8,662 ","7,320 ","5,121 ","4,503 ","4,022 ","3,940 ","4,667 ","4,451 ","4,787 ","5,352 ","7,391 ","9,470 ","7,039 ","4,208 ","2,968 ","2,335 ","1,343 ","2 ","97,358 "
"20/01/2023","LÍNEA H","206.00 ","509.00 ","428.00 ","294.00 ","155 ","141 ","104 ","110 ","130 ","100 ","83 ","82 ","92 ","68 ","57.00 ","42.00 ","35.00 ","23.00 ","8.00 ","","2,667 "
"20/01/2023","LÍNEA J","1,262 ","2,620 ","2,321 ","1,930 ","1,295 ","932 ","766 ","838 ","906 ","729 ","638 ","577 ","678 ","658 ","483 ","344 ","333 ","177 ","46 ","42 ","17,575 "
"20/01/2023","LÍNEA K","2,365 ","2,870 ","2,464 ","2,220 ","1,591 ","1,358 ","1,128 ","1,120 ","1,435 ","1,130 ","943 ","1,031 ","1,110 ","1,148 ","863 ","545 ","624 ","321 ","137 ","4 ","24,407 "
